"docid"	"actualdate"	"earliestdate"	"firstpub"	"tags"	"recordid"	"OCLC"	"author"	"enumcron"	"title"	"gender"	"nationality"	"authsvols"
"mdp.39015063551512"	1925	1925	1925	"vulgar"			"Gray, Charles Wright"		"Dawgs! | an anthology of stories about them, | $c: edited by Charles Wright Gray."	"m"	"us"	2
"mdp.39015063918554"	1925	1925	1925	"vulgar"			"Eiker, Mathilde"		"Mrs. Mason's daughters, | $c: by Mathilde Eiker."	"f"	"us"	4
"uc1.$b243659"	1925	1925	1925	"elite"	670942		"Morley, Christopher"		"Thunder on the Left"	"m"	"us"	43
"mdp.39015030719382"	1925	1925	1925	"elite"	1188221		"Wharton, Edith"		"The Mother's Recompense"	"f"	"us"	121
"mdp.39015047634475"	1925	1925	1925	"vulgar"			"Jepson, Selwyn"		"Rogues and diamonds, | $c: by Selwyn Jepson."	"m"	"uk"	3
"mdp.39015046366533"	1925	1925	1925	"elite"	436521		"Heyward, DuBose"		"Porgy"	"m"	"us"	15
"osu.32435009565813"	1925	1925	1925	"vulgar"			"Barretto, Larry"		"To Babylon / | $c: by Larry Barretto."	"m"	"us"	4
"uc1.$b56977"	1925	1925	1925	"elite"	10109919		"Lubbock, Percy"		"The Region Cloud"	"m"	"uk"	8
"mdp.39015059414253"	1925	1925	1925	"vulgar"			"Steele, Wilbur Daniel"		"Taboo / | $c: by Wilbur Daniel Steele."	"m"	"us"	20
"osu.32435074668336"	1925	1925	1925	"vulgar"			"Fox, Richard A"		"The people on other planets / | $c: by Richard A. Fox."	"m"		1
"uc1.b3710699"	1925	1925	1925	"vulgar"			"Komroff, Manuel"		"The grace of lambs; | $c: stories by Manuel Komroff ..."	"m"	"us"	19
"umn.31951d001342781"	1926	1925	1925	"elite"	7474146		"Dreiser, Theodore"		"An American Tragedy"	"m"	"us"	61
"umn.31951002120639r"	1931	1926	1926	"vulgar"			"Tracy, Louis"		"His unknown wife : | The turning point ; The wheel o' fortune."	"m"	"uk"	53
"mdp.39015028550013"	1926	1926	1926	"vulgar"			" Wodehouse, P. G"		"Sam the sudden, | $c: by P.G. Wodehouse ..."	"m"	"uk"	15
"uc1.$b85973"	1926	1926	1926	"elite"	6592648		"Beresford, J. D"		"Almost Pagan"	"m"	"uk"	58
"mdp.39015031325999"	1926	1926	1926	"vulgar"			"Hurst, Fannie"		"Appassionata, | $c: by Fannie Hurst."	"f"	"us"	23
"mdp.39015002718313"	1926	1926	1926	"elite"	1021131		"Roberts, Elizabeth Madox"		"The Time of Man"	"f"	"us"	23
"uc1.b3325193"	1926	1926	1926	"vulgar"			"Lynde, Francis"		"The tenderfoots, | $c: by Francis Lynde."	"m"	"us"	40
"mdp.39015049799243"	1926	1926	1926	"vulgar"			"Evans, Marguerite Florence Jervis Barclay"		"The ginger-jar / | $c: by Oliver Sandys [pseud.]."	"f"	"uk"	4
"uc1.32106002017793"	1926	1926	1926	"elite"	6129072		"Thompson, Sylvia"		"The Hounds of Spring"	"f"	"uk"	8
"mdp.39015063550894"	1926	1926	1926	"vulgar"			"Grey, Zane"		"Under the Tonto Rim, | $c: by Zane Grey."	"m"	"us"	114
"mdp.39015002753344"	1927	1926	1926	"elite"	1911290		"West, Edward Sackville"		"The Ruin"	"m"	"uk"	6
"mdp.39015055052222"	1926	1926	1926	"elite"	779661		"Glenn, Isa"		"Heat"	"f"	"us"	1
"uc1.$b56281"	1926	1926	1926	"elite"	1020927		"H. D"		"Palimpsest"	"f"	"us"	3
"mdp.39015032013263"	1926	1926	1926	"vulgar"			"Hormel, Olive Deane"		"Co-ed, | $c: by Olive Deane Hormel."	"f"	"us"	1
"uc1.$b300995"	1926	1926	1926	"elite"	482187		"Jameson, Storm"		"Three Kingdoms"	"f"	"uk"	37
"uc1.b3136560"	1926	1926	1926	"vulgar"			"Benson, E. F"		"Mezzanine / | $c: by E. F. Benson."	"m"	"uk"	157
"uc1.32106002155551"	1927	1927	1927	"elite"			"Wilder, Thornton"		"The bridge of San Luis Rey"	"m"	"us"	14
"uc1.$b312650"	1928	1927	1927	"vulgar"			"Thompson, Edward John"		"These men, thy friends, | $c: by Edward Thompson."	"m"	"uk"	9
"uc1.$b243988"	1928	1927	1927	"elite"	6498483		"Powys, T. F"		"Mr. Weston's Good Wine"	"m"	"uk"	32
"uc1.$b56714"	1927	1927	1927	"elite"	6576101		"Gorman, Herbert"		"The Place Called Dagon"	"m"	"us"	11
"mdp.39015013518025"	1927	1927	1927	"elite"	1028401		"Dreiser, Theodore"		"Chains, Lesser Novels and Stories"	"m"	"us"	61
"uc1.$b56296"	1927	1927	1927	"vulgar"			"Arlen, Michael"		"Young men in love, | $c: by Michael Arlen."	"m"	"uk"	30
"miun.acb4809,0001,001"	1928	1927	1927	"vulgar"			"Deeping, Warwick"		"Kitty, / | $c: by Warwick Deeping."	"m"	"uk"	58
"uc1.$b245139"	1927	1927	1927	"elite"	1188230		"Wharton, Edith"		"Twilight Sleep"	"f"	"us"	121
"mdp.39015030751815"	1927	1927	1927	"vulgar"			"Loeb, Harold"		"The professors like vodka | $c: [by] Harold Loeb."	"m"	"us"	2
"mdp.39015071596954"	1927	1927	1927	"vulgar"			"Detzer, Karl"		"The marked man : | a romance of the Great Lakes / | $c: by Karl W. Detzer ..."	"m"	"us"	6
"mdp.39015002710773"	1927	1927	1927	"elite"	1376905		"Priestley, J.B"		"Benighted"	"m"	"uk"	40
"uc1.$b322811"	1927	1927	1927	"elite"	475046		"Boyd, James"		"Marching On"	"m"	"us"	14
"pst.000008245977"	1927	1927	1927	"vulgar"			"Morrow, Honoré"		"Great captain : | three 'Lincoln' novels ... Forever free, With malice toward none, the Last full measure / | $c: by Honoré Morrow."	"f"	"us"	8
"mdp.39015010208307"	1928	1927	1927	"vulgar"			"Norris, Kathleen Thompson"		"The foolish virgin"	"f"	"us"	0
"uc1.$b323595"	1927	1927	1927	"vulgar"			"Collins, Dale"		"The sentimentalists / | $c: by Dale Collins."	"m"	"au"	12
"osu.32435066780313"	1928	1928	1928	"vulgar"			"Brand, Max"		"Border guns / | $c: Max Brand."	"m"	"us"	17
"mdp.39015066054266"	1928	1928	1928	"elite"	390776		"Forster, E.M"		"The Eternal Moment"	"m"	"uk"	16
"mdp.39015048708674"	1928	1928	1928	"vulgar"			"[Champneys, Adelaide]"		"November night."	"f"	"uk"	2
"mdp.39015005667202"	1928	1928	1928	"vulgar"			"Bacheller, Irving"		"The House of three ganders, | $c: by Irving Bacheller."	"m"	"us"	70
"mdp.39015073390984"	1928	1928	1928	"elite"	1417125		"Sinclair, Upton"		"Boston"	"m"	"us"	85
"uc1.b4094353"	1928	1928	1928	"vulgar"			"Forester, C. S. (Cecil Scott)"		"The daughter of the Hawk / | $c: by C.S. Forester."	"m"	"uk"	21
"mdp.39015063949526"	1928	1928	1928	"elite"	241898		"Elinor Mordaunt"		"Too Much Java"	"f"	"uk"	0
"uc1.$b103197"	1928	1928	1928	"elite"	1419050		"Montague, C. E"		"Action"	"m"	"uk"	9
"mdp.39015031442497"	1928	1928	1928	"vulgar"			"Freeman, R. Austin (Richard Austin)"		"As a thief in the night | $c: [by] R. Austin Freeman."	"m"	"uk"	17
"mdp.39015031241626"	1928	1928	0	"elite"	538756		"Macaulay, Rose"		"Daisy and Daphne"	"f"	"uk"	22
"inu.32000000970782"	1928	1928	1928	"elite"	6059899		"Woolf, Virginia"		"Orlando"	"f"	"uk"	31
"mdp.39015063547288"	1933	1928	1928	"elite"	286637		"Freeman Wills Crofts"		"The Sea Mystery, an Inspector French Case"	"m"	"uk"	16
"uc1.b3688082"	1928	1928	1928	"vulgar"			"Cohen, Octavus Roy"		"The light shines through, | $c: by Octavus Roy Cohen."	"m"	"us"	27
"mdp.39015016894654"	1928	1928	1928	"elite"	1376196		"O'Flaherty, Liam"		"The Assassin"	"m"	"uk"	39
"mdp.39015031309209"	1928	1928	1928	"elite"	1194590		"Stern, G. B"		"Debonair"	"f"	"uk"	27
"mdp.39015030356045"	1928	1928	0	"elite"	1207973		"Green, Julian"		"The Closed Garden"	"m"	"us"	17
"uc1.$b302196"	1928	1928	1928	"vulgar"			"Parry, Edward Abbott, Sir"		"Berrington; | or, Two hundred years ago, | $c: by His Honour Sir Edward Abbott Parry."	"m"	"uk"	1
"mdp.39015000631930"	1950	1928	1928	"elite"	537393		"Lawrence, D. H"		"The Woman Who Rode Away"	"m"	"uk"	88
"uc1.$b301881"	1928	1928	1928	"vulgar"			"Milton, Ernest"		"To kiss the crocodile, | a story."	"m"	"us"	1
"mdp.39015014510963"	1928	1928	1928	"vulgar"			"Hoffman, William Dawson"		"The Saddle Wolf, | $c: by W. D. Hoffman."	"m"	"us"	1
"mdp.39015002742305"	1929	1929	1929	"elite"	1911155		"Rodker, John"		"Adolphe 1920"	"m"	"uk"	3
"mdp.39015017687289"	1929	1929	1929	"vulgar"			"Hughes, Richard Arthur Warren"		"A high wind in Jamaica | $c: [by] Richard Hughes."	"m"	"uk"	8
"miun.aat2524,0001,001"	1929	1929	1929	"elite"	168287		"Larsen, Nella"		"Passing"	"m"	"us"	1
"umn.319510020706483"	1929	1929	1929	"vulgar"			"Eyton, John Seymour"		"Kullu and the elephant / | $c: with decorations by W.R. Lohse."	"m"	"uk"	4
"uc1.$b797656"	1929	1929	1929	"vulgar"			"Rinehart, Mary Roberts"		"The romantics, | $c: by Mary Roberts Rinehart."	"f"	"us"	96
"mdp.39015008386784"	1929	1929	1929	"elite"	1398711		"O'Flaherty, Liam"		"The House of Gold"	"m"	"uk"	39
"mdp.39015048550019"	1930	1930	1930	"elite"	1376312		"Parker, Dorothy"		"Laments for the Living"	"f"	"us"	12
"mdp.39015031305538"	1930	1930	1930	"elite"	1775151		"Stone, Grace Zaring"		"The Bitter Tea of General Yen"	"f"	"us"	7
"mdp.39015000539521"	1932	1930	1930	"vulgar"			"Oursler, Fulton"		"About the murder of Geraldine Foster, | $c: by Anthony Abbot [pseud.] ..."	"m"	"us"	7
"mdp.39015005735421"	1935	1930	1930	"elite"	631706		"Maugham, W. Somerset"		"Cakes and Ale"	"m"	"uk"	108
"mdp.39015063977600"	1930	1930	1930	"vulgar"			"Pedler, Margaret (Bass) Mrs"		"Fire of youth, | $c: by Margaret Pedler."	"f"	"uk"	5
"mdp.39015005273563"	1932	1930	1930	"elite"	538302		"Lewis, Wyndham"		"The Apes of God"	"m"	"uk"	16
"mdp.39015065447487"	1930	1930	1930	"vulgar"			"Martin, Stuart"		"The trial of Scotland yard, | $c: by Stuart Martin."	"m"	"us"	2
"uc1.$b312400"	1930	1930	1930	"elite"	6541400		"Ritchie, Alice"		"Occupied Territory"	"f"	"uk"	2
"uc1.$b245247"	1930	1930	1930	"vulgar"			"(Henry Major), Tomlinson, H. M"		"All our yesterdays /"	"m"	"uk"	15
"uc1.$b56298"	1930	1930	1930	"elite"	244541		"Ashton, Helen"		"Doctor Serocold"	"f"	"uk"	14
"mdp.39015003538918"	1930	1930	1930	"vulgar"			"Krasnov, P. N. (Petr Nikolaevich)"		"Kostia the Cossack, | an historical novel"	"m"	"ru"	11
"mdp.39015056732632"	1931	1931	1931	"elite"	585989		"Buck, Pearl S"		"The Good Earth"	"f"	"us"	48
"mdp.39015024021324"	1931	1931	1931	"elite"	246550		"Lewis,Grace Hegger"		"Half a Loaf"	"f"	"us"	2
"uc1.$b56950"	1931	1931	1931	"vulgar"			"Lewisohn, Ludwig"		"The golden vase / | $c: by Ludwig Lewisohn."	"m"	"us"	31
"mdp.39015031297933"	1931	1931	1931	"elite"	1376040		"Milne, A.A"		"Two People"	"m"	"uk"	13
"uc1.$b299826"	1931	1931	1931	"vulgar"			"Clarke, Donald Henderson"		"Young and healthy / | $c: by Donald Henderson Clarke."	"m"	"us"	7
"uc1.$b322712"	1931	1931	1931	"elite"	666502		"Benson, Stella"		"Tobit Transplanted"	"f"	"uk"	26
"mdp.39015066053144"	1931	1931	1931	"vulgar"			"Baron, Dunsany, Edward John Moreton Drax Plunkett"		"The travel tales of Mr. Joseph Jorkens,"	"m"	"ir"	24
"mdp.39015012067206"	1935	1931	1931	"vulgar"			"Hilton, James"		"Murder at school, | a detective fantasia, | $c: by James Hilton."	"m"	"uk"	25
"mdp.39015031233839"	1932	1932	1932	"vulgar"			"Fisher, Vardis"		"In tragic life, | $c: by Vardis Fisher."	"m"	"us"	35
"umn.31951002069235p"	1932	1932	1932	"vulgar"			"Morse, Eleanor"		"The middle child."	"f"	"us"	1
"mdp.39015006218385"	1932	1932	1932	"elite"	1021090		"Nordhoff, Charles and Hall, James Norman"		"Mutiny on the Bounty"	"m"	"us"	23
"wu.89101287878"	1934	1932	1932	"elite"	8366358		"Romains, Jules"	"v. 2"	"Men of Good Will"	"m"	"fr"	61
"mdp.39015030855608"	1932	1932	1932	"vulgar"			"Bates, H. E. (Herbert Ernest)"		"Sally go round the moon."	"m"	"uk"	42
"wu.89079758900"	1934	1932	1932	"elite"	8366358		"Romains, Jules"	"v. 1"	"Men of Good Will"	"m"	"fr"	61
"uc1.$b322871"	1932	1932	1932	"elite"	582381		"Brody, Catharine"		"Nobody Starves"	"f"	"us"	2
"pst.000027847633"	1932	1932	1932	"elite"	7055902		"Huxley, Aldous"		"Brave New World"	"m"	"uk"	78
"mdp.39015047762482"	1933	1933	1933	"elite"	1375752		"Edmonds, Walter D"		"Erie Water"	"m"	"us"	13
"mdp.39015039590446"	1933	1933	1933	"vulgar"			"Mitchell, James Leslie"		"Cloud howe."	"m"	"uk"	3
"mdp.39015066650469"	1933	1933	1933	"elite"	1425466		"Cozzens, James Gould"		"The Last Adam"	"m"	"us"	38
"mdp.39015063740214"	1933	1933	1933	"vulgar"			"Aldrich, Bess Streeter"		"Miss Bishop | $c: [by] Bess Streeter Aldrich."	"f"	"us"	17
"mdp.39015059413370"	1933	1933	1933	"vulgar"			"Hull, Helen R. (Helen Rose)"		"Hardy perennial | $c: [by] Helen Hull."	"f"	"us"	9
"pst.000004784975"	1942	1933	1933	"vulgar"			"Faust, Frederick Schiller"		"Silvertip / | $c: by Max Brand."	"m"	"us"	1
"mdp.39015021285849"	1933	1933	1933	"elite"	161507		"Shanks, Edward"		"Queer Street"	"m"	"uk"	7
"mdp.39015000599186"	1933	1933	1933	"elite"	1377103		"Rawlings, Marjorie Kinnan"		"South Moon Under"	"f"	"us"	8
"uc1.$b300263"	1933	1933	1933	"vulgar"			"Foote, John Taintor"		"Fatal gesture, | $c: by John Taintor Foote."	"m"	"us"	15
"uc1.$b243918"	1934	1933	1933	"elite"	5974490		"Norris, Charles"		"Zest"	"m"	"us"	21
"uc1.b3834767"	1933	1933	1933	"vulgar"			"Baron, Dunsany, Edward John Moreton Drax Plunkett"		"The curse of the wise woman / | $c: by Lord Dunsany."	"m"	"ir"	24
"mdp.39015030071941"	1934	1933	1933	"vulgar"			"Christiansen, Sigurd Wesley"		"Chaff before the wind, | $c: by Sigurd Christiansen; translated from the Norwegian by Isaac Anderson."	"m"	"no"	3
"osu.32435058019928"	1934	1934	1934	"vulgar"			"Mowery, William Byron"		"Challenge of the north / | $c: William Byron Mowery."	"m"	"us"	2
"pst.000005602179"	1934	1934	1934	"vulgar"			"Cohen, Octavus Roy"		"Scrambled eggs / | $c: by Octavus Roy Cohen."	"m"	"us"	27
"uc1.$b105643"	1935	1934	1934	"vulgar"			"Spring, Howard"		"Shabby tiger, | a novel,"	"m"	"uk"	12
"mdp.39015001782393"	1934	1934	1934	"vulgar"			"Herbst, Josephine"		"The executioner waits, | $c: by Josephine Herbst."	"f"	"us"	11
"mdp.39015011017392"	1934	1934	1934	"elite"	434207		"Halper, Albert"		"The Foundry"	"m"	"us"	15
"uc1.$b144788"	1934	1934	1934	"vulgar"			"Gálvez, Manuel"		"Holy Wednesday, | $c: by Manuel Gálvez; translated from the Spanish by Warre B. Wells."	"m"	"argentine"	1
"mdp.49015001000182"	1976	1934	1934	"elite"	4482702		"Rhys, Jean"		"Voyage in the Dark"	"f"	"uk"	1
"uc1.$b243329"	1934	1934	1934	"elite"	483559		"Johnson, Josephine"		"Now in November"	"f"	"us"	7
"mdp.39015063916590"	1934	1934	1934	"vulgar"			"Ford, Leslie"		"Mr. Pinkerton goes to Scotland Yard, | $c: by David Frome [pseud.] illustrated by Edward Calman."	"f"	"us"	16
"mdp.39015002176801"	1934	1934	1934	"elite"	434721		"Hammett, Dashiell"		"The Thin Man"	"m"	"us"	5
"mdp.39015047540441"	1934	1934	1934	"elite"	480657		"Hurston, Zora Neale"		"Jonah's Gourd Vine"	"f"	"us"	5
"pst.000029697519"	1934	1934	1934	"vulgar"			"Roberts, Kenneth Lewis"		"Captain Caution : | a chronicle of Arundel / | $c: [by] Kenneth Roberts."	"m"	"us"	25
"mdp.39015013399715"	1935	1935	1935	"elite"	484669		"Davis, H. L"		"Honey in the Horn"	"m"	"us"	9
"uc1.$b87364"	1935	1935	1935	"vulgar"			"Chilton, Eleanor Carroll"		"Follow the furies."	"f"	"us"	1
"uc1.b3688035"	1935	1935	1935	"elite"	4439135		"Chase, Mary Ellen"		"Silas Crockett"	"f"	"us"	24
"osu.32435067907261"	1935	1935	1935	"vulgar"			"Rollins, Kathleen"		"Enchanted interlude / | $c: by Kathleen Rollins."	"f"	"us"	3
"uc1.32106002251830"	1946	1935	1935	"elite"	7121162		"Laxness, Halldor"		"Independent People"	"m"	"is"	2
"uc1.32106002157474"	1935	1935	1935	"elite"	1113299		"Wolfe, Thomas"		"Of Time and The River"	"m"	"us"	31
"uc1.$b299883"	1935	1935	1935	"vulgar"			"Corle, Edwin"		"Fig tree John / | $c: by Edwin Corle."	"m"	"us"	8
"mdp.49015000988411"	1935	1935	1935	"vulgar"			"Howard, Robert E"		"Conan the conqueror"	"m"	"us"	0
"mdp.39015002758004"	1936	1935	1935	"elite"	1027802		"Santayana, George"		"The Last Puritan: A Memoir in the Form of a Novel"	"m"	"us"	5
"mdp.39015071597630"	1936	1936	1936	"vulgar"			"(Lloyd Cassel), Douglas, Lloyd C"		"White banners | $c: [by] Lloyd C. Douglas."	"m"	"us"	16
"uc1.b3151817"	1936	1936	1936	"elite"	8015021		"Anand, Mulk Raj"		"The Coolie"	"m"	"in"	10
"uc1.b4084618"	1936	1936	1936	"vulgar"			"Fallada, Hans"		"An old heart goes a journeying | $c: [by] Hans Fallada [pseud.] illustrated by Georg Salter."	"m"	"ger"	12
"uc1.$b105882"	1936	1936	1936	"elite"	1188195		"West, Rebecca"		"The Thinking Reed"	"f"	"uk"	14
"mdp.39015056245924"	1937	1936	1936	"elite"	3830003		"Barnes, Djuna"		"Nightwood"	"f"	"us"	4
"uc1.$b298793"	1936	1936	1936	"elite"	6532594		"Golding, Louis"		"The Pursuer"	"m"	"uk"	13
"mdp.39015013303451"	1936	1936	1936	"elite"	1376187		"O'Connor, Frank"		"Bones of Contention"	"m"	"uk"	9
"uc1.$b102989"	1936	1936	1936	"vulgar"			"Holtby, Winifred"		"South Riding; | a novel | $c: by Winifred Holtby."	"f"	"uk"	11
"mdp.39015053606771"	1936	1936	1936	"vulgar"			"Morgan, Charles"		"Sparkenbroke."	"m"	"uk"	20
"mdp.39015036845256"	1936	1936	1936	"vulgar"			"Train, Arthur Cheney"		"Mr. Tutt's case book"	"m"	"us"	26
"uc1.$b87152"	1937	1936	1936	"vulgar"			"Collins, Norman"		"Trinity town, | $c: by Norman Collins."	"m"	"uk"	10
"mdp.39015005776847"	1936	1936	1936	"elite"			"Mitchell, Margaret"		"Gone with the wind"	"f"	"us"	3
"mdp.39015030728144"	1937	1937	1937	"vulgar"			"Carroll, Gladys Hasty"		"Neighbor to the sky, | $c: by Gladys Hasty Carroll."	"f"	"us"	7
"uc1.b4082837"	1937	1937	1937	"elite"	1188611		"Williams, William Carlos"		"White Mule"	"m"	"us"	3
"mdp.39015005406429"	1937	1937	1937	"vulgar"			"Heyer, Georgette"		"The unfinished clue"	"f"	"uk"	2
"uc1.$b86170"	1937	1937	1937	"elite"	281316		"Brinig, Myron"		"The Sisters"	"m"	"us"	14
"inu.32000004070688"	1937	1937	1937	"elite"	6059742		"Sitwell, Edith"		"I Live Under a Black Sun"	"f"	"uk"	2
"uc1.b3834727"	1937	1937	1937	"vulgar"			"Eldershaw, M. Barnard"		"Plaque with laurel."	"f"	"au"	3
"uc1.$b794739"	1937	1937	1937	"vulgar"			"Frankau, Gilbert"		"The dangerous years; | a trilogy, | $c: Gilbert Frankau."	"m"	"uk"	26
"mdp.39015002716648"	1937	1937	1937	"elite"	1377244		"Rice, Elmer"		"Imperial City"	"m"	"us"	7
"uc1.$b70998"	1937	1937	1937	"vulgar"			"Salminen, Sally"		"Katrina / | $c: by Sally Salminen ; translated from the Swedish by Naomi Walford."	"f"	"fi"	3
"mdp.39015063617248"	1937	1937	1937	"vulgar"			"[Kagey, Rudolf]"		"Murder in G-sharp, | $c: by Kurt Steel [pseud.]"	"m"	"us"	1
"mdp.39015002235375"	1937	1937	1937	"elite"	436969		"Hemingway, Ernest"		"To Have and Have Not"	"m"	"us"	30
"uc1.32106001973962"	1938	1938	1938	"vulgar"			"Christie, Agatha"		"Appointment with death, a Poirot mystery."	"f"	"uk"	25
"umn.31951p001743923"	1969	1938	1938	"elite"	7481212		"Beckett, Samuel"		"Murphy"	"m"	"uk"	0
"uc1.$b87319"	1939	1938	1938	"vulgar"			"Frankau, Gilbert"		"Royal regiment, | a novel of contemporary behaviours, | $c: by Gilbert Frankau."	"m"	"uk"	26
"pst.000029700073"	1938	1938	1938	"elite"	7050902		"Wright, Richard"		"Uncle Tom's Children"	"m"	"us"	5
"mdp.39015000551088"	1938	1938	1938	"elite"	1376218		"O'Hara, John"		"Hope of Heaven"	"m"	"us"	14
"uc1.b3862825"	1939	1938	1938	"vulgar"			"Forester, C. S. (Cecil Scott)"		"Ship of the line."	"m"	"uk"	21
"osu.32435064818560"	1938	1938	1938	"vulgar"			"Dern, Peggy"		"Song in her heart / | $c: by Peggy Dern."	"f"	"us"	11
"mdp.39015008975917"	1960	1938	1938	"elite"	1025273		"Durrell, Lawrence"		"The Black Book"	"m"	"uk"	1
"mdp.39015004274232"	1943	1939	1939	"elite"	589295		"Joyce, James"		"Finnegan's Wake"	"m"	"ir"	8
"mdp.39015066057277"	1939	1939	1939	"vulgar"			"Herbst, Josephine"		"Rope of gold, | $c: by Josephine Herbst."	"f"	"us"	11
"mdp.39015003930503"	1939	1939	1939	"elite"	392537		"Godden, Rumer"		"Black Narcissus"	"f"	"uk"	13
"mdp.39015000659055"	1940	1939	1939	"elite"	537110		"Llewellyn, Richard"		"How Green Was My Valley"	"m"	"uk"	6
"mdp.39015003345124"	1939	1939	1939	"elite"	1375790		"Faulkner, William"		"The Wild Palms"	"m"	"us"	30
"uc1.$b56389"	1939	1939	1939	"vulgar"			"Cochran, Louis"		"Boss Man / | $c: by Louis Cochran."	"m"	"us"	1
"uc1.$b87302"	1939	1939	1939	"vulgar"			"Derleth, August William"		"Restless is the river / | $c: August Derleth."	"m"	"us"	21
"uc1.$b105925"	1939	1939	1939	"elite"	1187881		"Walpole, Hugh"		"The Sea Tower"	"m"	"uk"	106
"mdp.39015019073140"	1962	1939	1939	"elite"	438254		"Heppenstall, Rayner"		"The Blaze of Noon"	"m"	"uk"	1
"uc1.$b56415"	1940	1940	1940	"vulgar"			"Corey, Paul"		"The road returns, | $c: by Paul Corey."	"m"	"us"	3
"pst.000044192167"	1967	1940	1940	"elite"	7066044		"McCullers, Carson"		"The Heart is a Lonely Hunter"	"f"	"us"	3
"mdp.39015012934694"	1940	1940	1940	"vulgar"			"Sugrue, Thomas"		"Such is the kingdom / | $c: Thomas Sugrue."	"m"	"us"	2
"mdp.39015020720481"	1940	1940	1940	"elite"	436041		"Hemingway, Ernest"		"For Whom the Bell Tolls"	"m"	"us"	30
"mdp.39015000619067"	1946	1940	1940	"elite"	434329		"Greene, Graham"		"The Power and the Glory"	"m"	"uk"	51
"umn.31951002025646c"	1941	1940	1940	"vulgar"			"Whitney, Janet"		"Jennifer,"	"f"	"us"	1
"mdp.39015055278512"	1940	1940	1940	"vulgar"			"Curran, Dale"		"Piano in the band | $c: [by] Dale Curran."	"m"	"us"	3
"umn.31951002082062h"	1940	1940	1940	"vulgar"			"Frankland, Edward Percy"		"The bear of Britain."	"m"	"uk"	1
"mdp.39015000543002"	1940	1940	1940	"vulgar"			"Paul, Elliot"		"Hugger-mugger in the Louvre; | a Homer Evans murder mystery, | $c: by Elliot Paul."	"m"	"us"	9
"mdp.39015053608637"	1940	1940	1940	"elite"	671908		"Myers, L. H"		"The Pool of Vishnu"	"m"	"uk"	10
"uc1.$b301179"	1941	1941	1941	"vulgar"			"Löhrke, Eugene"		"Night raid."	"m"	"uk"	2
"uc1.$b56674"	1941	1941	1941	"elite"	6576069		"Hough, Frank O"		"The Neutral Ground"	"m"	"us"	3
"uc1.$b106208"	1941	1941	1941	"elite"	631845		"Maugham, W. Somerset"		"Up at the Villa"	"m"	"uk"	108
"mdp.39015066059935"	1941	1941	1941	"elite"	1194572		"Stein, Gertrude"		"Ida"	"f"	"us"	2
"uc1.b3295221"	1941	1941	1941	"vulgar"			"Street, James H. (James Howell)"		"In my father's house, | $c: by James Street."	"m"	"us"	4
"mdp.39015057934351"	1941	1941	1941	"elite"	622560		"Cain, James M"		"Mildred Pierce"	"m"	"us"	15
"uc1.$b117378"	1941	1941	1941	"vulgar"			"Hubbard, Margaret Ann"		"Seraphina Todd, | $c: by Margaret Ann Hubbard, illustrated by Manning de V. Lee."	"f"	"us"	2
"mdp.39015031602066"	1942	1942	1942	"elite"	1029463		"Steinbeck, John"		"The Moon is Down"	"m"	"us"	37
"uc1.$b56382"	1942	1942	1942	"vulgar"			"Clements, E. H. (Eileen Helen)"		"Perhaps a little danger / | $c: by E. H. Clements."	"f"	"us"	1
"uc1.$b56351"	1942	1942	1942	"elite"	6575824		"Cannon, LeGrand"		"Look to the Mountain"	"m"	"us"	2
"mdp.39015018606445"	1943	1943	1943	"elite"	1775936		"Welty, Eudora"		"The Wide Net and Other Stories"	"f"	"us"	19
"mdp.39015010687682"	1943	1943	1943	"vulgar"			"De Vries, Peter"		"The handsome heart, | $c: by Peter De Vries."	"m"	"us"	3
"uc1.$b102411"	1944	1943	1943	"vulgar"			"Johnson, Pamela Hansford"		"Winter quarters, | $c: by Pamela Hansford Johnson."	"f"	"uk"	6
"mdp.39015066052146"	1943	1943	1943	"elite"	626221		"Cheever, John "		"The Way Some People Live"	"m"	"us"	1
"mdp.39015013792281"	1943	1943	1943	"vulgar"			"Caldwell, Erskine"		"Georgia boy."	"m"	"us"	53
"uc1.$b105348"	1943	1943	1943	"vulgar"			"Strong, Anna Louise"		"Wild river, | $c: by Anna Louise Strong."	"f"	"us"	2
"mdp.39015028762006"	1943	1943	1943	"elite"	1028380		"Dos Passos, John"		"Number One"	"m"	"us"	39
"mdp.39015054021426"	1943	1943	1943	"vulgar"			"Fast, Howard"		"Citizen Tom Paine | $c: [by] Howard Fast."	"m"	"us"	28
"mdp.39015000613409"	1943	1943	1943	"elite"	1185902		"Smith, Betty"		"A Tree Grows in Brooklyn"	"f"	"us"	3
"uc1.$b106144"	1943	1943	1943	"vulgar"			"Weidman, Jerome"		"The lights around the shore."	"m"	"us"	8
"inu.32000009118748"	1944	1944	1944	"elite"	6060837		"Lehmann, Rosamond"		"The Ballad and the Source"	"f"	"uk"	16
"mdp.39015031306155"	1944	1944	1944	"elite"	1194845		"Warner, Rex"		"Return of the Traveller"	"m"	"uk"	12
"mdp.39015030719481"	1944	1944	1944	"elite"	1188565		"Williams, Ben Ames"		"Leave Her to Heaven"	"m"	"us"	25
"uc1.$b186815"	1944	1944	1944	"elite"	665420		"Neumann, Robert"		"The Inquest"	"m"	"ger"	8
