"docid"	"author"	"title"	"inferreddate"	"latestcomp"	"firstpub"	"allcopiesofwork"	"copiesin25yrs"	"gender"	"nationality"	"earlyedition"	"lastname"	"imprint"	"recordid"	"norton"	"heath"	"nortonshort"	"mostdiscussed"	"preregistered"	"reviewed"	"contrast4reviewed"	"bestseller"
"uiuo.ark+=13960=t3708cf7k"	"Belfast, Frederick Richard Chichester"	"The farce of life"	1852	1852	1852	3	3	"m"	"uk"	"True"	"Belfast"	"London;1852."	8719685	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uc1.b250585"	"Sinclair, Catherine"	"Beatrice, or, The unknown relatives"	1852	1852	1852			"f"	"uk"		"Sinclair"	"London;R. Bentley;1852."	6502576	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"nyp.33433074862560"	"Gwynne, Talbot"	"The school for fathers"	1852	1852	1852	1	1	"f"	"uk"	"True"	"Gwynne"	"New York;Harper & brothers;1852."	8665635	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"nyp.33433076049380"	"Peterson, Charles J"	"The cabin and parlor; or, Slaves and masters"	1852	1852	1852	1	1	"m"	"us"	"True"	"Peterson"	"Philadelphia;T. B. Peterson;c1852"	8585396	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"nyp.33433076087844"	"Hawthorne, Nathaniel"	"The Blithedale romance"	1852	1852		10	5			"True"	"Hawthorne"	"Boston;Ticknor, Reed, and Fields;1852."	8590608	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"
"uiuo.ark+=13960=t3611js80"	"Marsh-Caldwell, Anne"	"Castle Avon"	1852	1852	1852	8	8	"f"	"uk"	"True"	"Marsh-Caldwell"	"London;Colburn;1852."	6131755	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc1.b3325617"	"Marsh-Caldwell, Anne"	"Castle Avon"	1852	1852	1852	8	8	"f"	"uk"	"True"	"Marsh-Caldwell"	"London;Colburn;1852."	6131755	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"nyp.33433074896006"	"McKinnon, William Charles"	"St. George; or, The Canadian league"	1852	1852	1852	2	2	"m"	"ca"	"True"	"McKinnon"	"Halifax;E.G. Fuller;1852."	8669394	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uc2.ark+=13960=t1xd0w07q"	"Craik, Dinah Maria Mulock"	"The head of the family"	1852	1852	1852	9	4	"f"	"uk"	"True"	"Craik"	"London;Chapman and Hall;1852."	7687042	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uiuo.ark+=13960=t3tt5bm1x"	"Dickens, Charles,"	"Bleak house"	1853	1852	1852			"m"	"uk"		"Dickens"		7657769	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc1.b3324655"	"Lowndes, Hannah Maria Jones"	"Katharine Bereford; or, The shade and sunshine of woman's life"	1852	1852	1852			"f"	"uk"		"Lowndes"	"London;Printed for the proprietors by M'Gowan & Co.;1852."	6131102	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uc1.$b799820"	"Thompson, Daniel P"	"May Martin, and other tales of the Green Mountains"	1852	1852	1852			"m"	"us"		"Thompson"	"Boston;B.B. Mussey;1852."	6131521	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"nyp.33433074947171"	"Cockton, Henry"	"Percy Effingham"	1860	1853	1853	1	1	"m"	"uk"	"True"	"Cockton"	"Philadelphia;T.B. Peterson;1860?"	8691049	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"nyp.33433076053416"	"Prime, William Cowper"	"The old house by the river"	1853	1853	1853			"m"	"us"		"Prime"	"New York;Harper & brothers;1853."	240136	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uiuo.ark+=13960=t83j42304"	"Heighway, Osborn W. Trenery"	"Adeline, or, the mysteries, romance, and realities of Jewish life"	1854	1853	1853			"m"			"Heighway"	"London;Partridge, Oakey & Co.;1854."	8717962	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uiuo.ark+=13960=t8mc9hb8b"	"Heighway, Osborn W. Trenery"	"Adeline, or, the mysteries, romance, and realities of Jewish life"	1854	1853	1853			"m"			"Heighway"	"London;Partridge, Oakey & Co.;1854."	8717962	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"njp.32101068168424"	"Crosland, Newton"	"Stray leaves from shady places"	1853	1853	1853	1	1	"f"	"uk"	"True"	"Crosland"	"London;Routledge;1853."	8968436	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"nyp.33433074930144"	"Brontë, Charlotte"	"Villette"	1853	1853	1853	20	2	"f"	"uk"	"True"	"Brontë"	"New York;Harper & brothers;1853."	324018	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uiuo.ark+=13960=t3708qw62"	"Yonge, Charlotte M."	"The heir of Redclyffe"	1853	1853	1853			"f"	"uk"		"Yonge"		8720200	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uiuo.ark+=13960=t3708qw62"	"Yonge, Charlotte M"	"The heir of Redclyffe"	1855	1853	1853			"f"	"uk"		"Yonge"	"Leipzig;Bernhard Tauchnitz;1855."	8669029	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uc2.ark+=13960=t92805r7z"	"Collins, A. Maria"	"Mrs. Ben Darby"	1853	1853	1853			"f"	"us"		"Collins"	"Cincinnati, Ohio;Moore, Anderson, Wilstach & Keys;1853."	7656110	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uc2.ark+=13960=t40r9s482"	"Rowcroft, Charles"	"The Australian Crusoes"	1859	1853	1853			"m"	"uk"		"Rowcroft"	"Philadelphia;J. W. Bradley;1859."	7923054	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uc1.b119839"	"Irving, John Treat"	"Harry Harson, or, The benevolent bachelor"	1853	1853	1853			"m"	"us"		"Irving"	"New York;Samuel Hueston;1853."	8890549	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"njp.32101065710897"	"Long, Catharine"	"The first lieutenant's story"	1853	1853	1853			"f"	"uk"		"Long"	"London;Hurst and Blackett;1853."	8719786	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"nyp.33433000665822"	"St. John, James Augustus"	"There and back again in search of beauty"	1853	1853	1853	2	2	"m"	"uk"	"True"	"St"	"London;Longman, Brown, Green, & Longmans;1853."	8588672	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uiuo.ark+=13960=t8z89r760"	"Kingsley, Charles,"	"Westward ho!"	1855	1854	1854			"m"	"uk"		"Kingsley"		8724225	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"njp.32101074760370"	"Engles, William M"	"The youth's casket"	1854	1854	1854	1	1	"m"	"us"	"True"	"Engles"	"Philadelphia;Presbyterian Board of Publication;c1854."	9024165	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"njp.32101068176260"	"Cartwright, Robert"	"Ambrose the sculptor"	1854	1854	1854	2	2	"f"	"uk"	"True"	"Cartwright"	"London;Smith, Elder & Co.;1854."	8969011	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"nyp.33433081830097"	"Robinson, Solon"	"Hot corn"	1854	1854	1854	1	1	"m"	"us"	"True"	"Robinson"	"New York;De Witt and Davenport, Publishers;1854."	8587365	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"wu.89098013279"	"Bullard, A. T. J"	"Love affairs, or, How a flirt was caught in his own trap"	1854	1854	1854	1	1	"f"	"uk"	"True"	"Bullard"	"London;James Blackwood;1854."	5946272	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"mdp.39015046832278"	"Hentz, Caroline Lee"	"The planter's northern bride"	1970	1854		1	1			"False"	"Hentz"	"Chapel Hill|University of North Carolina Press|1970"	478084	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"
"uc1.$b809243"	"Hornblower, Jane Elizabeth Roscoe"	"Vara, or, The child of adoption"	1854	1854	1854			"f"	"us"		"Hornblower"	"New York;R. Carter;1854."	7939038	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uc1.b3327580"	"Pike, Mary Hayden Green"	"Ida May;"	1855	1854	1854	1	1	"f"	"us"	"True"	"Pike"	"Boston;Phillips, Sampson;New York;J. C. Derby;1855."	7923325	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uc2.ark+=13960=t86h4jj86"	"Ainsworth, William Harrison"	"The flitch of bacon, or The custom of Dunmow;"	1854	1854	1854	6	2	"m"	"uk"	"True"	"Ainsworth"	"London;Routledge;1854"	7685244	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uiuo.ark+=13960=t5fb5fx5f"	"Grant, James"	"Philip Rollo, or, The Scottish musketeers"	1854	1854	1854	2	2	"m"	"uk"	"True"	"Grant"	"London;G. Routledge;1854."	8722283	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uiuo.ark+=13960=t1tf0f91w"	"Sheppard, Elizabeth Sara"	"Counterparts, or, The cross of love"	1854	1854	1854	3	3	"f"	"uk"	"True"	"Sheppard"	"London;Smith, Elder;1854."	8719094	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uc2.ark+=13960=t3jw8cb32"	"Hamley, Edward Bruce"	"Lady Lee's widowhood"	1869	1854	1854			"m"	"uk"		"Hamley"	"Edinburgh;London;William Blackwood and sons;1869."	8961453	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"mdp.39015063870243"	"Gibson, Charles B"	"The last earl of Desmond"	1854	1854	1854	2	2	"m"	"uk"	"True"	"Gibson"	"Dublin;Hodges and Smith;1854."	391341	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"inu.30000007678885"	"Dickens, Charles,"	"The works of Charles Dickens"	1899	1854	1854			"m"	"uk"		"Dickens"	"London;J.M. Dent;New York;Doubleday & McClure;1899-1903."	8662112	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc2.ark+=13960=t2b854s9d"	"Russell, Martha"	"Stories of New England life, or, LEaves from the tree Igdrasyl"	1857	1854	1854			"f"	"us"		"Russell"	"Boston;J. Jewett;1857."	7672149	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"njp.32101067634236"	"Hannay, James"	"Eustace Conyers;"	1855	1855	1855	3	3	"m"	"uk"	"True"	"Hannay"	"London;Hurst;1855."	8961448	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uiuo.ark+=13960=t2s46xt21"	"Carter, Robert S"	"Talbot Hall"	1855	1855	1855	3	3	"m"	"uk"	"True"	"Carter"	"London;T.C. Newby;1855."	8723663	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"nyp.33433076060734"	"Fern, Fanny"	"Ruth Hall : a domestic tale of the present time"	1855	1855		1	1			"True"	"Fern"	"New York;Mason Brothers;1855."	8659835	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"
"nyp.33433076065493"	"Herbert, Henry William"	"Wager of battle;"	1855	1855	1855	1	1	"m"	"uk"	"True"	"Herbert"	"New York;Mason brothers;1855."	8690316	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"njp.32101067634244"	"Hannay, James"	"Eustace Conyers;"	1855	1855	1855	3	3	"m"	"uk"	"True"	"Hannay"	"London;Hurst;1855."	8961448	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uiuo.ark+=13960=t41r7f89r"	"Sewell, Elizabeth Missing"	"Cleve Hall"	1855	1855	1855	4	2	"f"	"uk"	"True"	"Sewell"	"London;Longman, Brown, Green and Longmans;1855."	8718930	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"njp.32101067634251"	"Hannay, James"	"Eustace Conyers;"	1855	1855	1855	3	3	"m"	"uk"	"True"	"Hannay"	"London;Hurst;1855."	8961448	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc2.ark+=13960=t6sx6753r"	"Harwood, John Berwick"	"The serf-sisters;"	1855	1855	1855	2	2	"m"	"uk"	"True"	"Harwood"	"London;New York;G. Routledge;1855."	6505948	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"wu.89099774317"	"Clive, Caroline,"	"Paul Ferroll"	1855	1855	1855	4	4			"True"	"Clive"	"London;Saunders and Otley;1855."	8995948	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc1.b3321954"	"Brooks, Shirley"	"Aspen court;"	1855	1855	1855	5	5	"m"	"uk"	"True"	"Brooks"	"London;R. Bentley;1855."	7915090	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc1.b3321953"	"Brooks, Shirley"	"Aspen court;"	1855	1855	1855	5	5	"m"	"uk"	"True"	"Brooks"	"London;R. Bentley;1855."	7915090	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"nyp.33433074954144"	"Dickens, Charles"	"Little Dorrit"	1857	1855	1856			"m"	"uk"		"Dickens"	"Philadelphia|T.B. Peterson|1857"	6155261	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"True"
"uc2.ark+=13960=t1wd3sq48"	"Holyoke, Hetty"	"Blanche and her friends"	1866	1855	1855			"f"	"us"		"Holyoke"	"Boston;W.H. Hill;1866."	6513055	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"njp.32101068166022"	"Chatterton, Georgiana"	"Compensation"	1856	1856	1856	2	2	"f"	"uk"	"True"	"Chatterton"	"London;John W. Parker;1856."	8968302	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"nyp.33433075900567"	"Reade, Charles"	"It is never too late to mend"	1856	1856	1856			"m"	"uk"		"Reade"	"Boston|Ticknor and Fields|1856"	8667261	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"True"
"nyp.33433075904890"	"Reade, Charles"	"It is never too late to mend"	1856	1856	1856			"m"	"uk"		"Reade"	"Boston;Ticknor and Fields;1856."	8667261	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"nyp.33433074793427"	"Yale, Catharine Brooks"	"Abbie Nott, and other knots"	1856	1856	1856	1	1	"f"	"us"	"True"	"Yale"	"Philadelphia;J.B. Lippincott and Co.;1856."	8661107	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"nyp.33433074942859"	"Conybeare, William John"	"Perversion"	1856	1856	1856	1	1	"m"	"uk"	"True"	"Conybeare"	"New York;Wiley & Halsted;1856."	8584543	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"njp.32101068175031"	"Tindal, Henrietta Euphemia"	"The heirs of Blackridge Manor"	1856	1856	1856	3	3	"f"	"uk"	"True"	"Tindal"	"London;Chapman and Hall;1856."	8968932	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uiuo.ark+=13960=t8hd8767s"	"Grant, James,"	"The romance of war"	1846	1856	1856			"m"			"Grant"		7688332	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015010941147"	"Craik, Dinah Maria Mulock,"	"John Halifax, gentleman"	1864	1856	1856			"f"	"uk"		"Craik"	"New York;Harper & Bros.;1864."	8589963	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015005186146"	"Stowe, Harriet Beecher"	"Dred"	1884	1856		1	1			"True"	"Stowe"	"Boston;s.n.;1910, c1884-1901."	6131497	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"
"uiuo.ark+=13960=t3rv0xg5x"	"Elton, Arthur Hallam"	"Below the surface"	1857	1857	1857	6	6	"m"	"uk"	"True"	"Elton"	"London;Smith, Elder;1857."	6678048	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"nyp.33433074872908"	"Lawrence, George A"	"Guy Livingstone;"	1857	1857	1857	2	2	"m"	"uk"	"True"	"Lawrence"	"New York;Harper & Brothers;1857."	8666651	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc1.b3123803"	"Horlock, Knightley William"	"The Squire of Beechwood"	1857	1857	1857	3	3	"m"	"uk"	"True"	"Horlock"	"London;Hurst and Blackett;1857."	6104616	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"mdp.39015008191382"	"Hughes, Thomas"	"Tom Brown's school days"	1868	1857	1857	13	4	"m"	"uk"	"True"	"Hughes"	"London|Macmillan and co.|1868"	479694	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"True"
"mdp.39015012341775"	"Smith, William"	"Thorndale;"	1857	1857	1857			"m"	"uk"		"Smith"			"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc2.ark+=13960=t2794253n"	"Lawrence, George Alfred"	"Guy Livingstone;"	1858	1857	1857	1	1			"True"	"Lawrence"	"New York;Harper & brothers;1858."	159975	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"nyp.33433076021587"	"Stephens, Ann S"	"Mary Derwent"	1858	1858	1858	1	1	"f"	"us"	"True"	"Stephens"	"Philadelphia;T.B. Peterson;c1858"	7922947	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"nyp.33433076092133"	"Eliot, George"	"Adam Bede"	1859	1858	1859			"f"	"uk"		"Eliot"	"New York|Harper & Brothers|1859"		"False"	"False"	"False"	"False"	"False"	"True"	"False"	"True"
"uiuo.ark+=13960=t9s18jz2x"	"Owen, Octavius Freire"	"Raised to the peerage"	1859	1859	1859	3	3	"f"	"uk"	"True"	"Owen"	"London;Hurst and Blackett;1859."	8722661	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uc2.ark+=13960=t07w67c6x"	"Burdett, Charles"	"Three per cent. a month;"	1859	1859	1859			"m"	"us"		"Burdett"	"Philadelphia;G. G. Evans;1859."	284459	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uiuo.ark+=13960=t8df7d82c"	"Sheppard, Elizabeth Sara"	"Almost a heroine"	1860	1859	1859	4	4	"f"	"uk"	"True"	"Sheppard"	"London;Tinsley Brothers;1863."	7692260	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uc2.ark+=13960=t28912x1q"	"Hamel, Felix John"	"Harry Roughton, or, Reminiscences of a revenue officer"	1859	1859	1859	2	2	"m"	"uk"	"True"	"Hamel"	"London;Simpkin, Marshall & Co.;1859."	7660911	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc1.b4104728"	"Tennyson, Alfred Tennyson,"	"Idyls of the King"	1859	1859	1859						"Tennyson"			"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"nyp.33433082168976"	"Adams, John Turvill"	"The white chief among the red men;"	1859	1859	1859			"m"	"us"		"Adams"	"New York;Derby & Jackson;1859."	8656765	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"nyp.33433076087786"	"Irving, Washington"	"The legend of Sleepy Hollow, and The spectre bridegroom. From the ""Sketch book"""	1875	1859		3	2			"True"	"Irving"	"Philadelphia, London;J.B. Lippincott & Co.;1875"	8659312	"True"	"True"	"False"	"False"	"False"	"False"	"False"	"False"
"nyp.33433000133862"	"Irving, Washington"	"Rip Van Winkle"	1888	1859		6	4			"False"	"Irving"	"Boston;S.E. Cassino;1888."	8590203	"True"	"True"	"False"	"False"	"False"	"False"	"False"	"False"
"nyp.33433075727366"	"Ferrer, Max"	"Robert Mornay"	1859	1859	1859	1	1	"m"	"uk"	"True"	"Ferrer"	"London;Chapman and Hall;1859."	8668456	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc2.ark+=13960=t87h1m84p"	"Francis, Francis"	"Newton Dogvane"	1859	1859	1859	5	3	"m"	"uk"	"True"	"Francis"	"London;Hurst and Blackett;1859."	7688076	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc2.ark+=13960=t2c829n5x"	"Francis, Francis"	"Newton Dogvane"	1859	1859	1859	5	3	"m"	"uk"	"True"	"Francis"	"London;Hurst and Blackett;1859."	7688076	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc1.b3549878"	"Dickens, Charles,"	"A tale of two cities"	1894	1859	1859			"m"	"uk"		"Dickens"	"Boston;New York;Houghton Mifflin company;c1894"	449047	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015013402485"	"Hughes, Thomas"	"Tom Brown at Oxford"	1883	1859	1859			"m"	"uk"		"Hughes"	"New York;Macmillan and co.;1883."	7707743	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uiuo.ark+=13960=t2891hq0x"	"Cornwallis, Kinahan"	"Wreck and ruin: or, Modern society"	1859	1859	1859	3	3	"m"	"uk"	"True"	"Cornwallis"	"London;T.C. Newby;1859."	8724394	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uiuo.ark+=13960=t45q5jz8m"	"Barrowcliffe, A. J"	"Trust for trust"	1859	1859	1859	3	3	"m"	"uk"	"True"	"Barrowcliffe"	"London;Smith, Elder & Co.;1859."	8723915	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uc1.b4594169"	"Brierley, Benjamin"	"A bundle o' fents from a Lancashire loom"	1866	1860	1860	1	1	"m"	"uk"	"True"	"Brierley"	"Manchester;J. Heywood; [etc., etc.;1866?"	9501319	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uc1.$b807239"	"Cummins, Maria S"	"El FureidÌ¨s"	1860	1860	1860	3	3	"f"	"us"	"True"	"Cummins"	"Boston;Ticknor and Fields;1860."	9949953	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"nyp.33433074911102"	"Murray, Hamilton"	"Falkenburg"	1860	1860	1860	2	2	"f"	"uk"	"True"	"Murray"	"Cincinnati;U.P. James;c1860"	6672857	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uiuo.ark+=13960=t02z1vk3v"	"Bennett, Emerson"	"Forest and prairie;"	1860	1860	1860	3	3	"m"	"us"	"True"	"Bennett"	"London;Tinsley;1864."	8720128	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"wu.89087925830"	"Arthur, T. S"	"The Allen house, or, Twenty years ago and now"	1860	1860	1860	2	1	"m"	"us"	"True"	"Arthur"	"Philadelphia;John E. Potter;c1860."	8994341	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc1.$b809229"	"Holland, J. G"	"Miss Gilbert's career"	1860	1860	1860	1	1	"m"	"us"	"True"	"Holland"	"New York;Scribner;1860."	7939034	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"nyp.33433074871488"	"Bennett, Emerson"	"The trapper's bride; or, Spirit of adventure"	1860	1860	1860	1	1	"m"	"us"	"True"	"Bennett"	"London;New York;A. Strahan;1866."	8665941	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uc1.$b799998"	"Spofford, Harriet Elizabeth Prescott"	"Sir Rohan's ghost"	1860	1860	1860			"f"	"us"		"Spofford"	"Boston;J. E. Tilton and company;1860."	7939779	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"nnc1.1002295628"	"Trowbridge, J. T"	"The old battle-ground"	1866	1860	1860	1	1	"m"	"us"	"True"	"Trowbridge"	"New York;Sheldon;1866."	8405207	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"nyp.33433082529318"	"Abbott, Jacob"	"The Florence stories"	1860	1860	1860	1	1	"m"	"us"	"True"	"Abbott"	"New York;Sheldon & Company;1861, 1860"	8654126	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"nyp.33433075748867"	"Pardoe"	"The adopted heir"	1860	1860	1860	1	1	"f"	"uk"	"True"	"Pardoe"	"Philadelphia;T.B. Peterson;186-?"	8667142	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uiuo.ark+=13960=t2q53818b"	"anonymous0"	"The Yankee slave-dealer;"	1860	1860	1860	3	3		"us"	"True"	"anonymous0"	"London;Hurst and Blackett;1861."	8724243	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"nyp.33433082546916"	"Kingston, William Henry Giles"	"Schoolboy days; or, Ernest Bracebridge"	1869	1860	1860	1	1	"m"	"uk"	"True"	"Kingston"	"Boston;Lee & Shepard;1869."	8662257	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
